key,classname,name,status,time,message
channels.pjsip.basic_calls.incoming.nominal.authed.md5::ident_by_host,channels.pjsip.basic_calls.incoming.nominal.authed.md5,ident_by_host,pass,60.62,
channels.pjsip.basic_calls.incoming.nominal.authed.md5::ident_by_user,channels.pjsip.basic_calls.incoming.nominal.authed.md5,ident_by_user,pass,60.62,
channels.pjsip.basic_calls.incoming.nominal.authed.md5::ident_by_user_drop_options,channels.pjsip.basic_calls.incoming.nominal.authed.md5,ident_by_user_drop_options,pass,60.62,
channels.pjsip.basic_calls.incoming.nominal.authed.userpass::ident_by_auth_user,channels.pjsip.basic_calls.incoming.nominal.authed.userpass,ident_by_auth_user,pass,4.11,
channels.pjsip.basic_calls.incoming.nominal.authed.userpass::ident_by_header,channels.pjsip.basic_calls.incoming.nominal.authed.userpass,ident_by_header,pass,60.62,
channels.pjsip.basic_calls.incoming.nominal.authed.userpass::ident_by_host,channels.pjsip.basic_calls.incoming.nominal.authed.userpass,ident_by_host,pass,60.62,
channels.pjsip.basic_calls.incoming.nominal.authed.userpass::ident_by_user,channels.pjsip.basic_calls.incoming.nominal.authed.userpass,ident_by_user,pass,60.61,
channels.pjsip.basic_calls.incoming.nominal.authed.userpass::ident_by_user_drop_options,channels.pjsip.basic_calls.incoming.nominal.authed.userpass,ident_by_user_drop_options,pass,60.62,
channels.pjsip.basic_calls.incoming.nominal.unauthed::ident_by_anonymous,channels.pjsip.basic_calls.incoming.nominal.unauthed,ident_by_anonymous,pass,4.06,
channels.pjsip.basic_calls.incoming.nominal.unauthed::ident_by_header,channels.pjsip.basic_calls.incoming.nominal.unauthed,ident_by_header,pass,60.56,
channels.pjsip.basic_calls.incoming.nominal.unauthed::ident_by_host,channels.pjsip.basic_calls.incoming.nominal.unauthed,ident_by_host,pass,60.51,
channels.pjsip.basic_calls.incoming.nominal.unauthed::ident_by_host_only,channels.pjsip.basic_calls.incoming.nominal.unauthed,ident_by_host_only,pass,7.00,
channels.pjsip.basic_calls.incoming.nominal.unauthed::ident_by_user,channels.pjsip.basic_calls.incoming.nominal.unauthed,ident_by_user,pass,8.24,
channels.pjsip.basic_calls.incoming.nominal.unauthed::ident_by_user_drop_options,channels.pjsip.basic_calls.incoming.nominal.unauthed,ident_by_user_drop_options,pass,8.18,
channels.pjsip.basic_calls.incoming.nominal::peer_in_dialog_auths,channels.pjsip.basic_calls.incoming.nominal,peer_in_dialog_auths,pass,7.55,
channels.pjsip.basic_calls.incoming.off_nominal.userpass::ident_by_auth_user,channels.pjsip.basic_calls.incoming.off_nominal.userpass,ident_by_auth_user,pass,3.99,
channels.pjsip.basic_calls.incoming.off_nominal.userpass::wrong_credentials,channels.pjsip.basic_calls.incoming.off_nominal.userpass,wrong_credentials,pass,4.00,
channels.pjsip.basic_calls.incoming.off_nominal::bare_ack,channels.pjsip.basic_calls.incoming.off_nominal,bare_ack,pass,4.03,
channels.pjsip.basic_calls.incoming.off_nominal::incompatible_codecs,channels.pjsip.basic_calls.incoming.off_nominal,incompatible_codecs,pass,4.02,
channels.pjsip.basic_calls.incoming.off_nominal::invalid_number,channels.pjsip.basic_calls.incoming.off_nominal,invalid_number,pass,3.96,
channels.pjsip.basic_calls.incoming.off_nominal::invalid_sdp,channels.pjsip.basic_calls.incoming.off_nominal,invalid_sdp,pass,5.41,
channels.pjsip.basic_calls.incoming.off_nominal::md5,channels.pjsip.basic_calls.incoming.off_nominal,md5,pass,3.97,
channels.pjsip.basic_calls.incoming.off_nominal::unknown_user,channels.pjsip.basic_calls.incoming.off_nominal,unknown_user,pass,4.02,
channels.pjsip.basic_calls.outgoing.nominal::auth,channels.pjsip.basic_calls.outgoing.nominal,auth,pass,4.57,
channels.pjsip.basic_calls.outgoing.nominal::dialstring,channels.pjsip.basic_calls.outgoing.nominal,dialstring,pass,4.26,
channels.pjsip.basic_calls.outgoing.nominal::early_media,channels.pjsip.basic_calls.outgoing.nominal,early_media,pass,4.02,
channels.pjsip.basic_calls.outgoing.nominal::echo,channels.pjsip.basic_calls.outgoing.nominal,echo,pass,34.03,
channels.pjsip.basic_calls.outgoing.nominal::from_user,channels.pjsip.basic_calls.outgoing.nominal,from_user,pass,3.97,
channels.pjsip.basic_calls.outgoing.nominal::nat,channels.pjsip.basic_calls.outgoing.nominal,nat,pass,3.98,
channels.pjsip.basic_calls.outgoing.nominal::peer_in_dialog_auths,channels.pjsip.basic_calls.outgoing.nominal,peer_in_dialog_auths,pass,4.07,
channels.pjsip.basic_calls.outgoing.nominal::playback,channels.pjsip.basic_calls.outgoing.nominal,playback,pass,34.01,
channels.pjsip.basic_calls.outgoing.off_nominal::bob_does_not_answer,channels.pjsip.basic_calls.outgoing.off_nominal,bob_does_not_answer,pass,5.31,
channels.pjsip.basic_calls.outgoing.off_nominal::bob_does_not_exist,channels.pjsip.basic_calls.outgoing.off_nominal,bob_does_not_exist,pass,35.39,
channels.pjsip.basic_calls.outgoing.off_nominal::bob_incompatible_codecs,channels.pjsip.basic_calls.outgoing.off_nominal,bob_incompatible_codecs,pass,3.98,
channels.pjsip.basic_calls.outgoing.off_nominal::bob_is_busy,channels.pjsip.basic_calls.outgoing.off_nominal,bob_is_busy,pass,4.02,
channels.pjsip.basic_calls.outgoing.off_nominal::bob_is_busy_at,channels.pjsip.basic_calls.outgoing.off_nominal,bob_is_busy_at,pass,4.02,
channels.pjsip.basic_calls.outgoing.off_nominal::call_canceled,channels.pjsip.basic_calls.outgoing.off_nominal,call_canceled,pass,14.80,
channels.pjsip.basic_calls.two_parties.nominal.alice_initiated::alice_hangs_up,channels.pjsip.basic_calls.two_parties.nominal.alice_initiated,alice_hangs_up,pass,35.11,
channels.pjsip.basic_calls.two_parties.nominal.alice_initiated::bob_hangs_up,channels.pjsip.basic_calls.two_parties.nominal.alice_initiated,bob_hangs_up,pass,35.10,
channels.pjsip.basic_calls.two_parties.nominal.alice_initiated::requested_capabilities,channels.pjsip.basic_calls.two_parties.nominal.alice_initiated,requested_capabilities,pass,35.14,
channels.pjsip.basic_calls.two_parties.nominal.direct_media::reinvite,channels.pjsip.basic_calls.two_parties.nominal.direct_media,reinvite,pass,7.17,
channels.pjsip.basic_calls.two_parties.nominal.direct_media::update,channels.pjsip.basic_calls.two_parties.nominal.direct_media,update,skip,0.00,Using UPDATE seems to be broken.  Skipping until resolved
channels.pjsip.basic_calls.two_parties.nominal::add_remove_sources,channels.pjsip.basic_calls.two_parties.nominal,add_remove_sources,pass,6.12,
channels.pjsip.basic_calls.two_parties.nominal::two_servers,channels.pjsip.basic_calls.two_parties.nominal,two_servers,pass,11.72,
channels.pjsip.basic_calls.two_parties.nominal::video_bidirectional_to_unidirectional,channels.pjsip.basic_calls.two_parties.nominal,video_bidirectional_to_unidirectional,pass,6.19,
channels.pjsip.basic_calls.two_parties.nominal::video_unidirectional_to_bidirectional,channels.pjsip.basic_calls.two_parties.nominal,video_unidirectional_to_bidirectional,pass,6.32,
channels.pjsip.basic_calls.two_parties.off_nominal.authed::bob_rejects,channels.pjsip.basic_calls.two_parties.off_nominal.authed,bob_rejects,pass,4.03,
channels.pjsip.config_wizard::hints,channels.pjsip.config_wizard,hints,pass,3.00,
channels.pjsip.config_wizard::phone,channels.pjsip.config_wizard,phone,pass,3.02,
channels.pjsip.config_wizard::registration,channels.pjsip.config_wizard,registration,pass,3.00,
channels.pjsip.config_wizard::trunk,channels.pjsip.config_wizard,trunk,pass,3.10,
channels.pjsip.configuration::duplicate_sections,channels.pjsip.configuration,duplicate_sections,pass,8.22,
channels.pjsip.configuration::happy_config,channels.pjsip.configuration,happy_config,pass,2.97,
channels.pjsip.connected_line::connected_line_allow,channels.pjsip.connected_line,connected_line_allow,pass,6.13,
channels.pjsip.connected_line::connected_line_no_send,channels.pjsip.connected_line,connected_line_no_send,pass,6.08,
channels.pjsip.connected_line::connected_line_no_trust,channels.pjsip.connected_line,connected_line_no_trust,pass,6.07,
channels.pjsip.dialplan_functions::chan_is_avail,channels.pjsip.dialplan_functions,chan_is_avail,pass,4.15,
channels.pjsip.dialplan_functions::pjsip_aor,channels.pjsip.dialplan_functions,pjsip_aor,pass,4.00,
channels.pjsip.dialplan_functions::pjsip_channel,channels.pjsip.dialplan_functions,pjsip_channel,pass,7.94,
channels.pjsip.dialplan_functions::pjsip_channel2,channels.pjsip.dialplan_functions,pjsip_channel2,pass,4.02,
channels.pjsip.dialplan_functions::pjsip_contact,channels.pjsip.dialplan_functions,pjsip_contact,pass,8.65,
channels.pjsip.dialplan_functions::pjsip_dtmfmode,channels.pjsip.dialplan_functions,pjsip_dtmfmode,pass,3.99,
channels.pjsip.dialplan_functions::pjsip_endpoint,channels.pjsip.dialplan_functions,pjsip_endpoint,pass,4.25,
channels.pjsip.dialplan_functions::pjsip_hangup,channels.pjsip.dialplan_functions,pjsip_hangup,pass,5.59,
channels.pjsip.dialplan_functions::pjsip_header,channels.pjsip.dialplan_functions,pjsip_header,pass,21.85,
channels.pjsip.dialplan_functions::pjsip_notify,channels.pjsip.dialplan_functions,pjsip_notify,pass,11.95,
channels.pjsip.dialplan_functions::pjsip_parse_uri,channels.pjsip.dialplan_functions,pjsip_parse_uri,pass,3.94,
channels.pjsip.dialplan_functions::pjsip_session_refresh,channels.pjsip.dialplan_functions,pjsip_session_refresh,pass,22.87,
channels.pjsip.diversion::diversion_basic,channels.pjsip.diversion,diversion_basic,pass,6.26,
channels.pjsip.diversion::diversion_basic_drop_options,channels.pjsip.diversion,diversion_basic_drop_options,pass,6.18,
channels.pjsip.diversion::diversion_caller_id,channels.pjsip.diversion,diversion_caller_id,pass,4.03,
channels.pjsip.diversion::diversion_request,channels.pjsip.diversion,diversion_request,pass,3.99,
channels.pjsip.diversion::diversion_request_drop_options,channels.pjsip.diversion,diversion_request_drop_options,pass,4.01,
channels.pjsip.diversion::diversion_response,channels.pjsip.diversion,diversion_response,pass,3.96,
channels.pjsip.diversion::diversion_response_181,channels.pjsip.diversion,diversion_response_181,pass,4.02,
channels.pjsip.diversion::diversion_response_drop_options,channels.pjsip.diversion,diversion_response_drop_options,pass,3.94,
channels.pjsip.diversion::history_info_request,channels.pjsip.diversion,history_info_request,pass,3.96,
channels.pjsip.diversion::history_info_response_181,channels.pjsip.diversion,history_info_response_181,pass,3.98,
channels.pjsip.diversion::no_diversion_response_181,channels.pjsip.diversion,no_diversion_response_181,pass,3.98,
channels.pjsip.dtmf_sdp.dtmf_sdp_generation::dtmf_sdp_48k_audio_8k_digits_bob,channels.pjsip.dtmf_sdp.dtmf_sdp_generation,dtmf_sdp_48k_audio_8k_digits_bob,pass,10.01,
channels.pjsip.dtmf_sdp.dtmf_sdp_generation::dtmf_sdp_48k_priority_diff,channels.pjsip.dtmf_sdp.dtmf_sdp_generation,dtmf_sdp_48k_priority_diff,pass,8.09,
channels.pjsip.dtmf_sdp.dtmf_sdp_generation::dtmf_sdp_48k_priority_match,channels.pjsip.dtmf_sdp.dtmf_sdp_generation,dtmf_sdp_48k_priority_match,pass,8.10,
channels.pjsip.dtmf_sdp.dtmf_sdp_generation::dtmf_sdp_48k_priority_match_8k_digits,channels.pjsip.dtmf_sdp.dtmf_sdp_generation,dtmf_sdp_48k_priority_match_8k_digits,pass,8.12,
channels.pjsip.dtmf_sdp.dtmf_sdp_generation::dtmf_sdp_8k_priority_diff,channels.pjsip.dtmf_sdp.dtmf_sdp_generation,dtmf_sdp_8k_priority_diff,pass,8.09,
channels.pjsip.dtmf_sdp.dtmf_sdp_generation::dtmf_sdp_8k_priority_match,channels.pjsip.dtmf_sdp.dtmf_sdp_generation,dtmf_sdp_8k_priority_match,pass,8.09,
channels.pjsip.dtmf_sdp::dtmf_sdp_negotiation_alice,channels.pjsip.dtmf_sdp,dtmf_sdp_negotiation_alice,pass,5.86,
channels.pjsip.dtmf_sdp::dtmf_sdp_negotiation_alice_asym,channels.pjsip.dtmf_sdp,dtmf_sdp_negotiation_alice_asym,pass,5.90,
channels.pjsip.dtmf_sdp::dtmf_sdp_negotiation_bob,channels.pjsip.dtmf_sdp,dtmf_sdp_negotiation_bob,pass,22.28,
channels.pjsip.dtmf_sdp::dtmf_sdp_recognition,channels.pjsip.dtmf_sdp,dtmf_sdp_recognition,fail,20.09,Running tests/channels/pjsip/dtmf_sdp/dtmf_sdp_recognition ...
channels.pjsip.geolocation.incoming::basic,channels.pjsip.geolocation.incoming,basic,pass,4.03,
channels.pjsip.geolocation.incoming::profile_precedence,channels.pjsip.geolocation.incoming,profile_precedence,pass,4.04,
channels.pjsip.geolocation.round_trip::gml,channels.pjsip.geolocation.round_trip,gml,pass,5.19,
channels.pjsip.headers::anonymous_from_basic_call,channels.pjsip.headers,anonymous_from_basic_call,pass,4.14,
channels.pjsip.headers::no_contact,channels.pjsip.headers,no_contact,pass,4.04,
channels.pjsip.headers::non_anonymous_from_basic_call,channels.pjsip.headers,non_anonymous_from_basic_call,pass,4.22,
channels.pjsip.history_info::diversion_request,channels.pjsip.history_info,diversion_request,pass,3.98,
channels.pjsip.history_info::diversion_response_181,channels.pjsip.history_info,diversion_response_181,pass,3.98,
channels.pjsip.history_info::history_info_request,channels.pjsip.history_info,history_info_request,pass,4.00,
channels.pjsip.history_info::history_info_response_181,channels.pjsip.history_info,history_info_response_181,pass,4.04,
channels.pjsip.history_info::no_diversion_response_181,channels.pjsip.history_info,no_diversion_response_181,pass,4.06,
channels.pjsip.ice::ice_not_offered,channels.pjsip.ice,ice_not_offered,pass,4.12,
channels.pjsip.ice::ice_offered,channels.pjsip.ice,ice_offered,pass,4.07,
channels.pjsip.identify.port_matching::port,channels.pjsip.identify.port_matching,port,pass,3.95,
channels.pjsip.identify.port_matching::port_with_mask,channels.pjsip.identify.port_matching,port_with_mask,pass,3.97,
channels.pjsip.identify::header,channels.pjsip.identify,header,pass,4.03,
channels.pjsip.identify::header_or_ip,channels.pjsip.identify,header_or_ip,pass,3.98,
channels.pjsip.identify::header_ordering_header_ip,channels.pjsip.identify,header_ordering_header_ip,pass,4.00,
channels.pjsip.identify::header_ordering_ip_header,channels.pjsip.identify,header_ordering_ip_header,pass,3.99,
channels.pjsip.identify::ordering,channels.pjsip.identify,ordering,pass,4.47,
channels.pjsip.identify::request_uri,channels.pjsip.identify,request_uri,pass,3.98,
channels.pjsip.identify::transport,channels.pjsip.identify,transport,skip,0.00,See https://github.com/asterisk/asterisk/security/advisories/GHSA-qqxj-v78h-hrf9
channels.pjsip.ignore_183_wo_sdp.ignore_disabled::with_sdp,channels.pjsip.ignore_183_wo_sdp.ignore_disabled,with_sdp,pass,4.14,
channels.pjsip.ignore_183_wo_sdp.ignore_disabled::wo_sdp,channels.pjsip.ignore_183_wo_sdp.ignore_disabled,wo_sdp,pass,4.23,
channels.pjsip.ignore_183_wo_sdp.ignore_enabled::with_sdp,channels.pjsip.ignore_183_wo_sdp.ignore_enabled,with_sdp,pass,4.16,
channels.pjsip.ignore_183_wo_sdp.ignore_enabled::wo_sdp,channels.pjsip.ignore_183_wo_sdp.ignore_enabled,wo_sdp,pass,4.15,
channels.pjsip.maintenance::ami_actions,channels.pjsip.maintenance,ami_actions,pass,2.99,
channels.pjsip.maintenance::inbound_rejection,channels.pjsip.maintenance,inbound_rejection,pass,5.07,
channels.pjsip.maintenance::outbound_blocking,channels.pjsip.maintenance,outbound_blocking,pass,2.95,
channels.pjsip.mediasec::invite,channels.pjsip.mediasec,invite,pass,9.58,
channels.pjsip.mediasec::registration,channels.pjsip.mediasec,registration,pass,14.61,
channels.pjsip.message::message_basic,channels.pjsip.message,message_basic,pass,4.00,
channels.pjsip.message::message_basic_drop_options,channels.pjsip.message,message_basic_drop_options,pass,3.95,
channels.pjsip.message::message_confbridge,channels.pjsip.message,message_confbridge,pass,12.20,
channels.pjsip.message::message_context,channels.pjsip.message,message_context,pass,4.03,
channels.pjsip.message::message_cust_hdr,channels.pjsip.message,message_cust_hdr,pass,3.97,
channels.pjsip.message::message_destination_parsing,channels.pjsip.message,message_destination_parsing,pass,3.98,
channels.pjsip.message::message_from,channels.pjsip.message,message_from,pass,3.99,
channels.pjsip.message::message_in_dialog,channels.pjsip.message,message_in_dialog,pass,4.13,
channels.pjsip.message::message_no_redirect_method,channels.pjsip.message,message_no_redirect_method,pass,8.06,
channels.pjsip.message::message_out_dialog,channels.pjsip.message,message_out_dialog,pass,4.07,
channels.pjsip.message::message_redirect,channels.pjsip.message,message_redirect,pass,4.78,
channels.pjsip.message::message_redirect_multiple,channels.pjsip.message,message_redirect_multiple,pass,20.63,
channels.pjsip.message::message_retrans,channels.pjsip.message,message_retrans,pass,3.99,
channels.pjsip.message::message_send_ami,channels.pjsip.message,message_send_ami,pass,3.06,
channels.pjsip.message::message_to_uri,channels.pjsip.message,message_to_uri,pass,4.03,
channels.pjsip.nat.rewrite_contact::contact_request,channels.pjsip.nat.rewrite_contact,contact_request,pass,4.03,
channels.pjsip.nat.rewrite_contact::contact_response,channels.pjsip.nat.rewrite_contact,contact_response,pass,7.97,
channels.pjsip.nat.rewrite_contact::route_set_reinvite,channels.pjsip.nat.rewrite_contact,route_set_reinvite,pass,4.94,
channels.pjsip.nat.rewrite_contact::route_set_request,channels.pjsip.nat.rewrite_contact,route_set_request,pass,4.02,
channels.pjsip.nat.rewrite_contact::route_set_response,channels.pjsip.nat.rewrite_contact,route_set_response,pass,7.99,
channels.pjsip.oli::header_parameter,channels.pjsip.oli,header_parameter,pass,5.04,
channels.pjsip.oli::uri_parameter,channels.pjsip.oli,uri_parameter,pass,5.05,
channels.pjsip.one_touch_recording.features_config::features_configured,channels.pjsip.one_touch_recording.features_config,features_configured,pass,8.08,
channels.pjsip.one_touch_recording.features_config::features_not_configured,channels.pjsip.one_touch_recording.features_config,features_not_configured,pass,8.01,
channels.pjsip.one_touch_recording::endpoint_beep,channels.pjsip.one_touch_recording,endpoint_beep,pass,5.64,
channels.pjsip.one_touch_recording::endpoint_config,channels.pjsip.one_touch_recording,endpoint_config,pass,8.05,
channels.pjsip.parameters::outgoing_uri,channels.pjsip.parameters,outgoing_uri,pass,6.03,
channels.pjsip.publish::asterisk_event_devicestate,channels.pjsip.publish,asterisk_event_devicestate,pass,4.08,
channels.pjsip.publish::asterisk_event_mwi,channels.pjsip.publish,asterisk_event_mwi,skip,0.00,Failed dependency
channels.pjsip.publish::dialog_info_xml,channels.pjsip.publish,dialog_info_xml,pass,9.00,
channels.pjsip.publish::presence_pidf,channels.pjsip.publish,presence_pidf,pass,9.03,
channels.pjsip.publish::presence_xpidf,channels.pjsip.publish,presence_xpidf,pass,8.96,
channels.pjsip.qualify::auth,channels.pjsip.qualify,auth,pass,8.59,
channels.pjsip.qualify::basic,channels.pjsip.qualify,basic,pass,4.08,
channels.pjsip.qualify::call_unreachable,channels.pjsip.qualify,call_unreachable,pass,17.56,
channels.pjsip.qualify::max_initial_qualify_time,channels.pjsip.qualify,max_initial_qualify_time,pass,5.98,
channels.pjsip.qualify::no_qualify,channels.pjsip.qualify,no_qualify,pass,2.94,
channels.pjsip.qualify::qualify_timeout,channels.pjsip.qualify,qualify_timeout,pass,7.89,
channels.pjsip.registration.inbound.nominal.config_options::maximum_expiration,channels.pjsip.registration.inbound.nominal.config_options,maximum_expiration,pass,4.03,
channels.pjsip.registration.inbound.nominal.config_options::minimum_expiration,channels.pjsip.registration.inbound.nominal.config_options,minimum_expiration,pass,4.01,
channels.pjsip.registration.inbound.nominal.config_options::remove_existing,channels.pjsip.registration.inbound.nominal.config_options,remove_existing,pass,4.04,
channels.pjsip.registration.inbound.nominal.config_options::remove_unavailable,channels.pjsip.registration.inbound.nominal.config_options,remove_unavailable,pass,28.79,
channels.pjsip.registration.inbound.nominal.contact_acl::ipv4,channels.pjsip.registration.inbound.nominal.contact_acl,ipv4,pass,4.04,
channels.pjsip.registration.inbound.nominal.contact_acl::ipv6,channels.pjsip.registration.inbound.nominal.contact_acl,ipv6,fail,3.06,Running tests/channels/pjsip/registration/inbound/nominal/contact_acl/ipv6 ...
channels.pjsip.registration.inbound.nominal.mixed::unauthed,channels.pjsip.registration.inbound.nominal.mixed,unauthed,pass,5.09,
channels.pjsip.registration.inbound.nominal.multiple_contacts::authed,channels.pjsip.registration.inbound.nominal.multiple_contacts,authed,pass,55.05,
channels.pjsip.registration.inbound.nominal.multiple_contacts::unauthed,channels.pjsip.registration.inbound.nominal.multiple_contacts,unauthed,pass,15.96,
channels.pjsip.registration.inbound.nominal.multiple_contacts::unauthed_drop_options,channels.pjsip.registration.inbound.nominal.multiple_contacts,unauthed_drop_options,pass,15.97,
channels.pjsip.registration.inbound.nominal.single_contact::authed,channels.pjsip.registration.inbound.nominal.single_contact,authed,pass,4.00,
channels.pjsip.registration.inbound.nominal.single_contact::unauthed,channels.pjsip.registration.inbound.nominal.single_contact,unauthed,pass,3.99,
channels.pjsip.registration.inbound.nominal.single_contact::unauthed_drop_options,channels.pjsip.registration.inbound.nominal.single_contact,unauthed_drop_options,pass,3.99,
channels.pjsip.registration.inbound.nominal.unregister::all_contacts,channels.pjsip.registration.inbound.nominal.unregister,all_contacts,pass,4.08,
channels.pjsip.registration.inbound.nominal.unregister::multiple_contacts,channels.pjsip.registration.inbound.nominal.unregister,multiple_contacts,pass,4.02,
channels.pjsip.registration.inbound.nominal.unregister::single_contact,channels.pjsip.registration.inbound.nominal.unregister,single_contact,pass,4.06,
channels.pjsip.registration.inbound.nominal::path,channels.pjsip.registration.inbound.nominal,path,pass,16.76,
channels.pjsip.registration.inbound.nominal::regcontext,channels.pjsip.registration.inbound.nominal,regcontext,pass,8.87,
channels.pjsip.registration.inbound.nominal::user_agent,channels.pjsip.registration.inbound.nominal,user_agent,pass,9.93,
channels.pjsip.registration.inbound.off_nominal.unregister::no_expires_header,channels.pjsip.registration.inbound.off_nominal.unregister,no_expires_header,pass,3.99,
channels.pjsip.registration.inbound.off_nominal::max_contacts,channels.pjsip.registration.inbound.off_nominal,max_contacts,pass,4.07,
channels.pjsip.registration.inbound.off_nominal::no_contact_header,channels.pjsip.registration.inbound.off_nominal,no_contact_header,pass,4.09,
channels.pjsip.registration.inbound.off_nominal::wrong_password,channels.pjsip.registration.inbound.off_nominal,wrong_password,pass,4.04,
channels.pjsip.registration.outbound.unregister::unauthed,channels.pjsip.registration.outbound.unregister,unauthed,pass,12.64,
channels.pjsip.registration.outbound::auth_loop,channels.pjsip.registration.outbound,auth_loop,pass,7.61,
channels.pjsip.registration.outbound::failover,channels.pjsip.registration.outbound,failover,pass,24.45,
channels.pjsip.registration.outbound::fatal_retry,channels.pjsip.registration.outbound,fatal_retry,pass,68.65,
channels.pjsip.registration.outbound::forbidden_retry,channels.pjsip.registration.outbound,forbidden_retry,pass,65.67,
channels.pjsip.registration.outbound::interval_too_brief,channels.pjsip.registration.outbound,interval_too_brief,pass,14.61,
channels.pjsip.registration.outbound::line_parameter,channels.pjsip.registration.outbound,line_parameter,pass,13.99,
channels.pjsip.rel100.incoming::peer_supported_not_used,channels.pjsip.rel100.incoming,peer_supported_not_used,pass,4.02,
channels.pjsip.rel100.incoming::peer_supported_require,channels.pjsip.rel100.incoming,peer_supported_require,pass,3.97,
channels.pjsip.rel100.incoming::peer_supported_used,channels.pjsip.rel100.incoming,peer_supported_used,pass,4.06,
channels.pjsip.rel100.outgoing::peer_supported_not_used,channels.pjsip.rel100.outgoing,peer_supported_not_used,pass,4.02,
channels.pjsip.rel100.outgoing::peer_supported_used,channels.pjsip.rel100.outgoing,peer_supported_used,pass,4.00,
channels.pjsip.resolver.naptr::explicit_transport_configured,channels.pjsip.resolver.naptr,explicit_transport_configured,pass,4.31,
channels.pjsip.resolver.naptr::order,channels.pjsip.resolver.naptr,order,pass,4.10,
channels.pjsip.resolver.naptr::preference,channels.pjsip.resolver.naptr,preference,pass,4.03,
channels.pjsip.resolver.naptr::preference_failover,channels.pjsip.resolver.naptr,preference_failover,pass,4.03,
channels.pjsip.resolver.naptr::restricted_transport,channels.pjsip.resolver.naptr,restricted_transport,pass,4.07,
channels.pjsip.resolver.naptr::transport_tcp,channels.pjsip.resolver.naptr,transport_tcp,pass,4.03,
channels.pjsip.resolver.naptr::transport_udp,channels.pjsip.resolver.naptr,transport_udp,pass,4.00,
channels.pjsip.resolver.naptr::transport_unspecified,channels.pjsip.resolver.naptr,transport_unspecified,pass,4.06,
channels.pjsip.resolver.srv.failover.in_dialog::timeout,channels.pjsip.resolver.srv.failover.in_dialog,timeout,pass,9.77,
channels.pjsip.resolver.srv.failover.in_dialog::transport_tcp,channels.pjsip.resolver.srv.failover.in_dialog,transport_tcp,pass,4.05,
channels.pjsip.resolver.srv.failover.in_dialog::transport_udp,channels.pjsip.resolver.srv.failover.in_dialog,transport_udp,pass,4.00,
channels.pjsip.resolver.srv.failover.in_dialog::transport_unspecified,channels.pjsip.resolver.srv.failover.in_dialog,transport_unspecified,pass,4.03,
channels.pjsip.resolver.srv.failover.out_of_dialog::timeout,channels.pjsip.resolver.srv.failover.out_of_dialog,timeout,pass,9.65,
channels.pjsip.resolver.srv.failover.out_of_dialog::transport_tcp,channels.pjsip.resolver.srv.failover.out_of_dialog,transport_tcp,pass,4.01,
channels.pjsip.resolver.srv.failover.out_of_dialog::transport_udp,channels.pjsip.resolver.srv.failover.out_of_dialog,transport_udp,pass,3.96,
channels.pjsip.resolver.srv.failover.out_of_dialog::transport_unspecified,channels.pjsip.resolver.srv.failover.out_of_dialog,transport_unspecified,pass,3.97,
channels.pjsip.resolver.srv::explicit_transport_configured,channels.pjsip.resolver.srv,explicit_transport_configured,pass,4.26,
channels.pjsip.resolver.srv::priority,channels.pjsip.resolver.srv,priority,pass,4.29,
channels.pjsip.resolver.srv::transport_tcp,channels.pjsip.resolver.srv,transport_tcp,pass,4.03,
channels.pjsip.resolver.srv::transport_udp,channels.pjsip.resolver.srv,transport_udp,pass,4.05,
channels.pjsip.resolver.srv::transport_unspecified,channels.pjsip.resolver.srv,transport_unspecified,pass,4.07,
channels.pjsip.resolver::a,channels.pjsip.resolver,a,pass,4.01,
channels.pjsip.resolver::aaaa,channels.pjsip.resolver,aaaa,pass,4.00,
channels.pjsip.rtcp.rtcp_mux_callee::direct,channels.pjsip.rtcp.rtcp_mux_callee,direct,pass,14.07,
channels.pjsip.rtcp.rtcp_mux_callee::ice,channels.pjsip.rtcp.rtcp_mux_callee,ice,pass,14.02,
channels.pjsip.rtcp.rtcp_mux_callee::rtcp_mux_enabled,channels.pjsip.rtcp.rtcp_mux_callee,rtcp_mux_enabled,pass,4.27,
channels.pjsip.rtcp.rtcp_mux_callee::rtcp_mux_not_enabled,channels.pjsip.rtcp.rtcp_mux_callee,rtcp_mux_not_enabled,pass,4.12,
channels.pjsip.rtcp.rtcp_mux_caller::direct,channels.pjsip.rtcp.rtcp_mux_caller,direct,pass,14.05,
channels.pjsip.rtcp.rtcp_mux_caller::ice,channels.pjsip.rtcp.rtcp_mux_caller,ice,pass,14.09,
channels.pjsip.rtcp.rtcp_mux_caller::rtcp_mux_not_offered,channels.pjsip.rtcp.rtcp_mux_caller,rtcp_mux_not_offered,pass,4.13,
channels.pjsip.rtcp.rtcp_mux_caller::rtcp_mux_offered,channels.pjsip.rtcp.rtcp_mux_caller,rtcp_mux_offered,pass,4.06,
channels.pjsip.rtcp.rtcp_mux_disabled::direct,channels.pjsip.rtcp.rtcp_mux_disabled,direct,pass,14.01,
channels.pjsip.rtcp.rtcp_mux_disabled::ice,channels.pjsip.rtcp.rtcp_mux_disabled,ice,pass,14.01,
channels.pjsip.rtcp.rtcp_mux_enabled::direct,channels.pjsip.rtcp.rtcp_mux_enabled,direct,pass,14.06,
channels.pjsip.rtcp.rtcp_mux_enabled::ice,channels.pjsip.rtcp.rtcp_mux_enabled,ice,pass,14.03,
